Date,Intent,Product,Quantity,Part Number,Brand,Condition,Sender Company,Subject
5/7/2025 2:56:51,WTS,APPLE,112,LAPTOP,,--,--,"[Laptop] WTS: 112, APPLE, MACBOOK PRO 2019, B/C, offer EUR"
5/7/2025 2:59:13,WTS,--,77,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 77, SEAGATE, ST8000NM0016 - SEAGATE 8TB SATA 6GB , REF, Offer USD"
5/7/2025 2:55:46,WTS,DELL,120,FONT-FAMILY,,--,--,"[PC] WTS: 120, DELL, WYSE 5040 AIO / 5470 AIO, C, 0 EUR"
5/7/2025 2:58:55,WTS,LENOVO,20,LAPTOP,,--,--,"[Laptop] WTS: 20, Lenovo X13 YOGA G1, I5-10210U 16GB 512GB SSD FHD TOUCH , A, 195 EUR"
5/7/2025 2:58:55,WTS,LENOVO,20,LAPTOP,,--,--,"[Laptop] WTS: 20, Lenovo X13 YOGA G1, I5-10210U 16GB 512GB SSD FHD TOUCH , A, 195 EUR"
5/7/2025 2:57:46,WTS,--,10,FUJITSU,,New,--,"[PC] WTS: 10, FUJITSU, ESPRIMO E720 / S26361-Kxxx-Vyyy, USED, OFFER  EUR"
5/7/2025 2:58:37,WTS,DELL,2,LAPTOP,,Refurb,--,"[Laptop] WTS: 2, Dell, Dell Precision 5480 i7-13800H 32GB SSD, Factory Refurbished, 698 EUR"
5/7/2025 2:55:54,WTS,--,300,COMPONENTS,,New,--,"[Components] WTS: 300, AlienTech, 512Gb M.2 SATA 2280, New, Good Price EUR"
5/7/2025 2:54:56,WTS,--,1200,COMPONENTS,,New,--,"[Components] WTS: 1200, HUAWEI, Y5P SCREEN + BATTERY ORIGINAL PARTS, NEW, 3.5 EUR"
5/7/2025 2:53:20,WTB,--,66,COMPONENTS,,--,--,"[Components] WTB: 66, Nvidia, rtx a2000, a, 0 EUR"
5/7/2025 2:48:17,WTS,LENOVO,10,LAPTOP,,New,--,"[Laptop] WTS: 10, LENOVO, THINKPAD L480 / 20LT-S7V, USED, OFFER EUR"
5/7/2025 2:52:38,WTS,--,95,TABLET,,--,--,"[Tablet] WTS: 95, Nokia, T20, Grade A/B, 51 EUR"
5/7/2025 2:53:39,WTS,--,67,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 67, SEAGATE, ST10000NM0126 - SEAGATE 10TB SATA 6GB , REF, Offer USD"
5/7/2025 2:36:52,WTS,--,500,COMPONENTS,,Used,--,"[Components] WTS: 500, EU C13 POWER CABLE, EU C13 POWER CABLE, USED, 1.2 EUR"
5/7/2025 2:44:59,WTS,LENOVO,20,LAPTOP,,New,--,"[Laptop] WTS: 20, Lenovo, THINKPAD L14 GEN 2 / 20X2-S14, used, offer EUR"
5/7/2025 2:48:46,WTS,--,370,MOBILE,,New,--,"[Mobile] WTS: 370 pcs, Samsung, S23ultra S918 Screen Assembly  GH82-33783A, new, 1 EUR"
5/7/2025 2:50:29,WTB,--,50,LAPTOP,,--,--,"[Laptop] WTB: 50+, Getac, S410 G3, Grade A, offer EUR"
5/7/2025 2:49:13,WTS,--,153,TABLET,,--,--,"[Tablet] WTS: 153, Samsung, Galaxy Tab A7 SM-T505, Grade A/B, 74 EUR EUR"
5/7/2025 2:48:41,WTS,--,322,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 322, WD, HSH721414ALE6M4 - 0F29901 - 14TB SATA 6GB , NEW, Offer USD"
5/7/2025 2:48:14,WTS,--,225,TABLET,,--,--,"[Tablet] WTS: 225, Samsung, Galaxy Tab A 10.5"" SM-T595 32GB, Grade A/B, 57 EUR EUR"
5/7/2025 2:47:57,WTS,--,111,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 111, WD, HSH721415AL42M0 - 0F34650 - 15TB SAS 12GB , NEW, Offer USD"
5/7/2025 2:46:41,WTS,--,220,MOBILE,,--,--,"[Mobile] WTS: 220, Samsung, Galaxy A52 SM-A525F 4G 128GB, Grade A/B, 73 EUR"
5/7/2025 2:46:31,WTS,--,1000,COMPONENTS,,New,--,"[Components] WTS: 1000+, Generic, MC Clover C5 UK Cable , NEW, Offer GBP"
5/7/2025 2:45:25,WTS,--,60,MOBILE,,--,--,"[Mobile] WTS: 60, Samsung Mix Batch , S21, S22, A32 + others, Grade A/B, 4700 EUR"
5/7/2025 2:44:45,WTS,--,429,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 429, seagate white label , ST1800MM0129 , new, Message  EUR"
5/7/2025 2:43:07,WTS,--,76,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 76, Seagate , ST24000NM000H , A, Message  EUR"
5/7/2025 2:36:14,WTS,DELL,200,LAPTOP,,Used,--,"[Laptop] WTS: 200+, Dell, XPS 13 9310 i5-11GEN 16GB SSD 4K TOUCH BLK W11, USED, ASK EUR"
5/7/2025 2:42:36,WTS,HP,9,PROONE,,--,inc,"[PC] WTS: 9, HP, ProOne 440 G9 23.8"" | 16GB 512NVMe | i5-12 Gen., A, Ask for  EUR"
5/7/2025 2:39:09,WTS,LENOVO,104,MONITOR,,--,--,"[Monitor] WTS: 104, Lenovo, ThinkVision T24i-20 23.8"" IPS Monitor , A, ask Price EUR"
5/7/2025 2:42:02,WTS,LENOVO,100,LAPTOP,,--,--,"[Laptop] WTS: 100, Lenovo ThinkPad T14 G1, i5-10Gen / 8GB / 256GB SSD / FHD , A / A-, offer EUR"
5/7/2025 2:41:27,WTB,LENOVO,200,LAPTOP,,New,--,"[Laptop] WTB: 200, Lenovo, T14s i5/16gb/256gb/LTE  or better, A/B mix, offer EUR"
5/7/2025 2:40:14,WTS,LENOVO,1000,COMPONENTS,,Refurb,--,"[Components] WTS: 1000, LENOVO, WTS Original Lenovo ACDC x 1000, Refurb, Offers EUR"
5/7/2025 2:41:19,WTS,DELL,100,LAPTOP,,--,--,"[Laptop] WTS: 100, Dell Latitude 5420 , i5-11Gen / 8GB / 256GB SSD / FHD , B, offer EUR"
5/7/2025 2:38:36,WTS,HP,50,COMPONENTS,,Used,inc,"[Components] WTS: 50+, HP, USB-C Dock G5 incl. AC, Good used, Ask/Offer EUR"
5/7/2025 2:38:17,WTS,DELL,25,ELECTRONICS,,--,--,"[Electronics] WTS: 25+, Dell, WD19TB with 130W PSU, A/B, Offer/Ask EUR"
5/7/2025 2:38:07,WTS,DELL,25,COMPONENTS,,--,--,"[Components] WTS: 25+, Dell, TB16 ThunderBolt3 Dockingstation with 130W PSU, A/B, Cheap!Ask EUR"
5/7/2025 2:35:45,WTS,LENOVO,71,LENOVO,,New,inc,"[PC] WTS: 71, Lenovo , ThincSmart Hub 500 AiO i5 8GB SSD 11,6"" TOUCH Wi10, Brand New, ASK EUR"
5/7/2025 2:38:26,WTB,HP,50,ELITEDESK,,--,--,"[PC] WTB: 50+, HP, EliteDesk 800 G5 mini | i5-9 | 8GB | 256GB, A, Offer EUR"
5/7/2025 2:36:36,WTS,DELL,200,LAPTOP,,Used,--,"[Laptop] WTS: 200+, Dell, Latitude 7420 i5-11GEN 16GB SSD FHD Touch BLK W11P, USED, ASK EUR"
5/7/2025 2:36:23,WTS,LENOVO,100,LAPTOP,,Used,--,"[Laptop] WTS: 100+, Lenovo, ThinkPad P1 GEN4 i7 32GB 512SSD T1200 2K BLK W11Pr, USED, ASK EUR"
5/7/2025 2:37:20,WTS,HP,300,FONT-FAMILY,,--,--,"[PC] WTS: 300, HP, 800 G4 i5-8500T 16GB no SSD, A, 115 EUR"
5/7/2025 2:36:03,WTS,--,100,COMPONENTS,,Used,--,"[Components] WTS: 100, GETAC, Original Keyboard (US) for GETAC Rugged K120 (A)🌞, USED, ASK EUR"
5/7/2025 2:35:54,WTS,HP,100,SEALED,,New,--,"[PC] WTS: 100's, HP, WTS HP T530 - New Boxed Sealed, NEW, Offers EUR"
5/7/2025 2:35:47,WTS,--,40,NETWORKING/TELECOM,,Used,--,"[Networking/Telecom] WTS: 40, Fortinet, Fortigate 50E, tested , . EUR"
5/7/2025 2:35:29,WTS,APPLE,60,MOBILE,,--,--,"[Mobile] WTS: 60, Apple, iPhone 15 128Gb Mixed colors , A, Ask EUR"
5/7/2025 2:35:19,WTS,HP,165,MINIPC,,--,--,"[PC] WTS: 165, HP, HP 800G2 MiniPC i5-6th, 8Gb Ram,SSD 240Gb, A GRADE, 59 EUR"
5/7/2025 2:35:03,WTS,LENOVO,100,LENOVO,,--,--,"[PC] WTS: 100+, LENOVO, LENOVO M900 SFF i5-6th, 8Gb, SSD 240, A GRADE, 58 EUR"
5/7/2025 2:34:07,WTS,HP,39,LAPTOP,,New,--,"[Laptop] WTS: 39, HP, 640 G10 Core i7-1365U 32Gb 512Gb 11 Pro New 3Y, New, Ask EUR"
5/7/2025 2:30:30,WTS,--,9,SERVER/STORAGE,,--,inc,"[Server/Storage] WTS: 9, Fujitsu Enternus, CS DX6000 S3 - 2 x CA05967-1610, REF, Contact EUR"
5/7/2025 2:30:43,WTB,APPLE,10,COMPONENTS,,--,--,"[Components] WTB: 10, Intel , i5- 6 gen or i7-6 gen, ref, offer EUR"
5/7/2025 2:27:55,WTB,--,14,SERVER/STORAGE,,--,--,"[Server/Storage] WTB: 14, Eaton, UPS  9PXSE1100  / BLADEUPS ZC1212200100000, A, offer EUR"
5/7/2025 2:10:36,WTS,--,1080,COMPONENTS,,New,--,"[Components] WTS: 1080, major, HDMI, DVI, USB 2.0/3.0, DVI, audio standard cable, 90% new, best offer EUR"
5/7/2025 2:26:03,WTS,LENOVO,100,LENOVO,,--,--,"[PC] WTS: 100+, LENOVO, LENOVO M700/M710q TINY i5-6th, 8Gb, SSD 240, A GRADE, 59 EUR"
5/7/2025 2:25:22,WTS,DELL,50,FONT-FAMILY,,--,--,"[PC] WTS: 50+, DELL, 3040 SFF i5-6th, 8gb, SSD 240GB, A GRADE, 58 EUR"
5/7/2025 2:25:03,WTS,DELL,50,FONT-FAMILY,,--,--,"[PC] WTS: 50+, DELL, DELL 790, i5-2400, 8Gb, SSD 120, DVD, A GRADE, 19.9 EUR"
5/7/2025 2:23:49,WTB,LENOVO,200,LAPTOP,,Used,--,"[Laptop] WTB: 200+, Lenovo ThinkPad USB-C Dock Gen 2, 40AS, USED, TBD EUR"
5/7/2025 2:22:30,WTS,--,25,COMPONENTS,,--,--,"[Components] WTS: 25, SEAGATE, HDD 3.5"" 12TB ST12000NM0127, tested, ASK EUR"
5/7/2025 2:22:19,WTS,--,1000,COMPONENTS,,--,--,"[Components] WTS: 1000, WD, HDD 500GB 2.5"" SATA WD5000LUCX, TESTED, OFFER EUR"
5/7/2025 2:22:11,WTS,--,100,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 100, ASUSTOR, NAS AS5202T WITH AC , OK, ASK EUR"
5/7/2025 2:22:06,WTB,APPLE,100,MOBILE,,--,--,"[Mobile] WTB: 100+, Apple/Samsung/Other, iPhone etc, C/D/E, Offer EUR"
5/7/2025 2:21:45,WTS,LENOVO,38,LENOVO,,--,--,"[PC] WTS: 38, Lenovo, Thinkcentre M700 M710T M710S M710Q M800, A, 49 EUR"
5/7/2025 2:20:02,WTS,HP,95,LAPTOP,,--,--,"[Laptop] WTS: 95, HP, 440 G7 i5-10210U 8GB 256GB, A, 180 EUR"
5/7/2025 2:17:40,WTS,DELL,13,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 13, Dell, R730 - 2 x E5-2690 v3, 16GB, H730, REF, Contact EUR"
5/7/2025 2:18:11,WTS,--,399,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 399, Intel, Intel Xeon W-2125-SR3LM Grade A, REF, Offer USD"
5/7/2025 2:17:46,WTS,HP,57,LAPTOP,,New,--,"[Laptop] WTS: 57, HP Elitebook 840 G7, Core i5 10210U, 8GB, 256GB SSD, 14"" FHD, WC, W10Pr, NEW - orig packaging, 339 EUR"
5/7/2025 2:17:30,WTS,LENOVO,264,COMPONENTS,,Used,--,"[Components] WTS: 264, Lenovo, docking station, 40AH, 40AJ, 40A2, 40A1, 4337, Grad: A, best offer EUR"
5/7/2025 2:17:04,WTS,DELL,30,LAPTOP,,--,--,"[Laptop] WTS: 30, Dell Latitude 3410, i3-10110u 8Gb 256Ssd, B, OFFER EUR"
5/7/2025 2:15:10,WTS,--,152,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 152, Intel, Intel Xeon E5-2600V3 Series Grade A, REF, Offer USD"
5/7/2025 2:15:04,WTS,LENOVO,80,LAPTOP,,Used,inc,"[Laptop] WTS: 80, Lenovo, T470, T480, Yoga 370, Yoga X380, X280, Win10, Grad: A/B, best offer EUR"
5/7/2025 2:11:43,WTS,--,500,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 500, SAMSUNG, MZQL2960HCJR-00BAL, NEW, CALL USD"
5/7/2025 2:07:59,WTB,--,1,SOFTWARE,,New,inc,"[Software] WTB: 1, Microsoft Standard 2025 64Bit English 1pk DSP OEI , EP2-25205, New, Offer EUR"
5/7/2025 2:09:05,WTS,LENOVO,112,MONITOR,,--,--,"[Monitor] WTS: 112, Lenovo, LT2452PW, A/A-, 29,9 EUR"
5/7/2025 2:07:53,WTB,HP,100,ELECTRONICS,,--,--,"[Electronics] WTB: 100+, HP, 120W - 7.4mm / Laptop charger, A, Offer EUR"
5/7/2025 2:06:58,WTS,--,45,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 45, Intel, Intel Xeon E5-4600 Series Grade A, REF, Offer USD"
5/7/2025 2:03:26,WTS,--,23,SERVER/STORAGE,,Used,--,"[Server/Storage] WTS: 23, SUPERMICRO, X10SRD-F Nodes - STGN-i2 / CGP-i2 / STGN-i2S, Used Pulls, 50 EUR"
5/7/2025 2:05:42,WTS,APPLE,100,MOBILE,,Used,--,"[Mobile] WTS: 100+, Apple / Samsung, LCD , ABCD, target EUR"
5/7/2025 2:04:38,WTS,--,144,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 144, Intel, Intel Xeon E5-2600V4 Series Grade A, REF, Offer USD"
5/7/2025 2:03:06,WTS,--,300,MOBILE,,New,--,"[Mobile] WTS: 300, Samsung USB Connector OTG Adapter, GH96-09728A, NEW, OFFER EUR"
5/7/2025 1:54:32,WTS,HP,100,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 100, HP, DL360 G9 no cpu/ram 2xHS 4LFF P440ar 544+FLR, A, Offer EUR"
5/7/2025 2:01:45,WTS,--,300,COMPONENTS,,New,--,"[Components] WTS: 300, Samsung USB Connector OTG Adapter, Model-nr.: GH96-09728A, NEW, OFFER EUR"
5/7/2025 1:59:21,WTS,--,500,COMPONENTS,,New,--,"[Components] WTS: 500, ALIENTECH, 512Gb SSD M.2 NVME AX360, New, Good  EUR"
5/7/2025 1:58:41,WTS,--,10,SOFTWARE,,Refurb,inc,"[Software] WTS: Any, Microsoft, Windows 10/11 Home/Pro Licenses & GMRL Labels, NEW, USD/EUR/UK EUR"
5/7/2025 6:59:29,WTS,--,10,SOFTWARE,,Refurb,inc,"[Software] WTS: Any, Microsoft, Windows 10/11 Home/Pro Licenses & GMRL Labels, NEW, USD/EUR/UK EUR"
5/7/2025 1:58:30,WTS,--,1500,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 1500+, Intel, Intel Xeon Gold 6100 Series Grade A, REF, Offer USD"
5/7/2025 1:57:02,WTB,DELL,1000,COMPONENTS,,--,--,"[Components] WTB: 1000, AC Adapters Dell/Lenovo, 65W 20V 3.25A USB-C, A, offer EUR"
5/7/2025 1:54:47,WTS,--,100,TC77HL,,New,--,"[POS] WTS: 100, ZEBRA , TC77HL - 5ME24BG-A627, New , ASK EUR"
5/7/2025 1:54:38,WTS,HP,1,FONT-FAMILY,,Used,--,"[PC] WTS: 1, HP, Z6 G5 W9-3475X 128GB 2TB, used, 2995 EUR"
5/7/2025 1:53:31,WTS,HP,30,MONITOR,,New,--,"[Monitor] WTS: 30, HP, ELITEDISPLAY E233, A, Offer EUR"
5/7/2025 1:54:16,WTS,HP,20,MONITOR,,New,--,"[Monitor] WTS: 20, HP, Monitor HP E243i, USED, OFFER EUR"
5/7/2025 1:54:04,WTS,--,40,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 40, IBM, 3550-M4 Type 7914-AC1, tested , . EUR"
5/7/2025 1:52:24,WTS,APPLE,140,COMPONENTS,,--,--,"[Components] WTS: 140, Apple, Macbook screen assembly, Mix, Offer EUR"
5/7/2025 1:50:19,WTS,LENOVO,84,LAPTOP,,Used,inc,"[Laptop] WTS: 84, Lenovo, ThinkPad L13 Gen 1 -2 / i5 10-11th / 8GB / 256GB, used, 130 EUR"
5/7/2025 1:51:22,WTS,HP,100,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 100, HP, DL380 G9 no CPU/RAM 2xHS P840 12x 3,5 2x 2,5 Rails, A, Offer EUR"
5/7/2025 1:50:56,WTS,LENOVO,55,LAPTOP,,Used,--,"[Laptop] WTS: 55, Lenovo, ThinkPad X13 / i5-10th gen 16GB-256GB ssd, used, 130 EUR"
5/7/2025 1:50:28,WTB,--,500,COMPONENTS,,--,--,"[Components] WTB: 500, intel, i5-6500 / 6500T / 6500TE, clean pull, offer USD"
5/7/2025 1:48:59,WTS,HP,16,LAPTOP,,Used,inc,"[Laptop] WTS: 16, HP, Probook 430 G8, i5-1135G7 / 8GB / 256GB, used, 110 EUR"
5/7/2025 1:47:47,WTS,HP,15,LAPTOP,,Used,inc,"[Laptop] WTS: 15, HP, Probook 430 G6, i5-8265U / 8GB / 128GB, used, 78 EUR"
5/7/2025 1:40:21,WTS,--,13,PRINTER,,New,inc,"[Printer] WTS: 13, Brother  LT-5505 & LT-340CL, printer Trays , New, boxed , . EUR"
5/7/2025 1:46:22,WTS,LENOVO,24,LAPTOP,,Used,--,"[Laptop] WTS: 24, Lenovo, ThinkPad X280 / Core i5-8th gen / 8GB / 256GB, used, 68 EUR"
5/7/2025 1:47:06,WTS,--,22,LAPTOP,,Used,inc,"[Laptop] WTS: 22, Microsoft, Surface Laptop 4 - i7-1185G7 / 16GB / 256GB / 13.5, used, 195 EUR"
5/7/2025 1:46:50,WTS,HP,9,PRINTER,,New,--,"[Printer] WTS: 9, HP, M428fdn, Brand New & Boxed, 270.00 GBP"
5/7/2025 1:45:40,WTS,--,30,COMPONENTS,,--,--,"[Components] WTS: 30+, INTEL CPU, i7-7700/8700, 3.6Ghz,SOCKET 1151, A+ GRADE, 69 EUR"
5/7/2025 1:46:37,WTS,--,250,FUJITSU,,--,--,"[PC] WTS: 250, Fujitsu, FI-6130LA, Tested, eur  EUR"
5/7/2025 1:30:27,WTS,DELL,105,LAPTOP,,--,--,"[Laptop] WTS: 105, DELL LATITUDE LAPTOPS, 3510, 3570, 5490, etc., See below, ASK/OFFER EUR"
5/7/2025 1:44:48,WTS,--,50,COMPONENTS,,--,--,"[Components] WTS: 50+, INTEL CPU, i5-7400/7500, 3.5Ghz,SOCKET 1151, A+ GRADE, 27.5 EUR"
5/7/2025 1:42:36,WTS,LENOVO,250,LAPTOP,,--,--,"[Laptop] WTS: 250, Lenovo Thinkpad x395- 16Gb 256GB, AMD AMD Ryzen 5 PRO 3500U, B Grade, offers GBP"
5/7/2025 1:44:13,WTS,HP,20,COMPONENTS,,New,inc,"[Components] WTS: 20+, HP RENEW 14 Navy Tote, 1A217AA#ABB, NEW,  8,80 €  EUR"
5/7/2025 1:42:15,WTS,LENOVO,43,LAPTOP,,Used,inc,"[Laptop] WTS: 43, Lenovo, ThinkPad L480 / Core i5-8th gen / 8GB / 256GB, used, 77 EUR"
5/7/2025 1:39:45,WTS,DELL,40,COMPONENTS,,New,inc,"[Components] WTS: 40+, DELL Power Cable 250V, 16A, 1.8m, (New Original Single Packed In Bags), NEW, 0,68 EUR"
5/7/2025 1:41:26,WTS,HP,20,COMPONENTS,,New,inc,"[Components] WTS: 20+, HP Z G3 Conferencing Speaker Bar 647Y2AA, (with stand), NEW,  9,50 €  EUR"
5/7/2025 1:41:45,WTS,HP,830,LAPTOP,,Refurb,inc,"[Laptop] WTS: 830, Hp , Microsoft, 840 g8 i7, surface pro 7 i5, laptop 3 i7, Refurbished Like new, Good  USD"
5/7/2025 1:38:31,WTS,APPLE,500,TABLET,,New,--,"[Tablet] WTS: 500, apple , pencil gen 2, Like new , 0 EUR"
5/7/2025 1:41:13,WTS,--,100,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 100pcs, intel CPU, SR3J5/6154, Clean Pull, A, call EUR"
5/7/2025 1:39:56,WTB,DELL,200,COMPONENTS,,Used,--,"[Components] WTB: 200+, Dell, AC adapter USB - C 65W, used, offer EUR"
5/7/2025 1:41:12,WTS,DELL,13,LAPTOP,,Used,inc,"[Laptop] WTS: 13, Dell, Latitude 5310 i5-10th / 16GB / 256GB, used, 95 EUR"
5/7/2025 1:39:54,WTS,--,50,COMPONENTS,,--,--,"[Components] WTS: 50pcs, intel CPU, W-2245/SRH02, Clean Pull, A, call EUR"
5/7/2025 1:40:40,WTS,--,100,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 100pcs, intel CPU, SRF90/6248, Clean Pull, A, call EUR"
5/7/2025 1:40:05,WTS,APPLE,500,TABLET,,New,--,"[Tablet] WTS: 500, apple , pencil USBC , Like new , 0 EUR"
5/7/2025 1:36:52,WTS,HP ZBOOK,20,COMPONENTS,,New,inc,"[Components] WTS: 20+, HP ZBook HDD Caddy frame - original, 847863-001, NEW,  4,20 €  EUR"
5/7/2025 1:38:15,WTS,HP,10,COMPONENTS,,New,inc,"[Components] WTS: 10+, HP Z25xs G3, 1A9C9AA#ABB, NEW, 165,4  EUR"
5/7/2025 1:33:05,WTS,HP,250,256SSD,,Refurb,--,"[PC] WTS: 250, HP, 600 G3 I5 7TH 8GB 256SSD TINY AC COA, A GRADE, ASK PRICE EUR"
5/7/2025 1:34:21,WTS,--,5,DATALOGIC,,New,--,"[POS] WTS: 5, DATALOGIC, KYMAN-NET MULTI BATTERY CHARGER, USED, OFFER EUR"
5/7/2025 1:33:23,WTS,HP,26,SERVER/STORAGE,,Refurb,inc,"[Server/Storage] WTS: 26, HP, DL380 Gen9 CTO ( 23 x 8SFF, 2 x 12LFF, 1 x 16SFF), Refurb, 70 EUR"
5/7/2025 1:29:52,WTS,--,22,NETWORKING/TELECOM,,Refurb,--,"[Networking/Telecom] WTS: 22, APC, ProtectNet Pnet1 surge protector for lan., A, Offer EUR"
5/7/2025 1:31:23,WTS,--,1,NETWORKING/TELECOM,,Refurb,--,"[Networking/Telecom] WTS: 1, CISCO, C2960S-48LPS-L, Used, Offer EUR"
5/7/2025 1:32:25,WTS,HP,100,FONT-FAMILY,,--,--,"[PC] WTS: +100, HP 400G4 DM, i3-8100T 8Gb SSD 256Gb, A-B, cheap EUR"
5/7/2025 1:31:57,WTS,DELL,170,256SSD,,Refurb,--,"[PC] WTS: 170, DELL, 3070 I5 9TH 16GB 256SSD TINY AC COA, A GRADE, ASK PRICE EUR"
5/7/2025 1:30:19,WTS,HP,3000,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 3000, HPE, heatsinks & fans for G9+G10 servers, OK, USD /  EUR"
5/7/2025 1:31:06,WTS,HP,8,SERVER/STORAGE,,Refurb,--,"[Server/Storage] WTS: 8, HP, 655874-B21 QSFP/SFP Adapter, A, Offer EUR"
5/7/2025 1:27:23,WTS,APPLE,1000,MOBILE,,--,--,"[Mobile] WTS: 1000+, Apple, iPhone 13, 14 and 15: 128GB, orignal!, A+/A, See list EUR"
5/7/2025 1:31:00,WTS,HP,1000,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 1000, HPE, rail kits for G10 servers, OK, USD /  EUR"
5/7/2025 1:30:41,WTS,--,18,SERVER/STORAGE,,Refurb,--,"[Server/Storage] WTS: 18, Major, Rack storage mix, As per list, Offer EUR"
5/7/2025 1:28:52,WTS,--,15,3225-SR0RF,,--,--,"[PC] WTS: 15, Intel, INTEL I3-3225-SR0RF Desktop processors Grade A, REF, Offer USD"
5/7/2025 1:28:20,WTS,--,80,COMPONENTS,,--,--,"[Components] WTS: 80pcs, intel CPU, W-2275/SRGSP, Clean Pull, A, call EUR"
5/7/2025 1:28:06,WTS,--,80,6100TE-SR2LS,,--,--,"[PC] WTS: 80, Intel, INTEL I3-6100TE-SR2LS Desktop processors Grade A, REF, Offer USD"
5/7/2025 1:29:25,WTS,HP,108,COMPONENTS,,Refurb,--,"[Components] WTS: 108, HP, AC Adapter 19.5V 3.33A 65W Model PPP009C, A, Offer EUR"
5/7/2025 1:28:18,WTS,HP,5000,COMPONENTS,,--,--,"[Components] WTS: 5000, DDR4, 16GB 32GB 64GB 128GB modules - wholesale, OK, USD /  EUR"
5/7/2025 1:27:45,WTS,--,40,COMPONENTS,,--,--,"[Components] WTS: 40pcs, intel CPU, 6238R / SRGZ9, Clean Pull, A, call EUR"
5/7/2025 1:26:48,WTS,APPLE,150,MOBILE,,--,--,"[Mobile] WTS: 150, Apple, iPhone 13 Mini, 128GB, original, 80+, A+/A, 232 EUR"
5/7/2025 1:26:47,WTS,LENOVO,33,LAPTOP,,--,--,"[Laptop] WTS: x33, ThinkPad X1 YOGA GEN 6 , i7-11 gen, B+ , CALL  EUR"
5/7/2025 1:26:07,WTS,--,200,COMPONENTS,,--,--,"[Components] WTS: 200+, MAJOR, 4GB DDR3 LONGDIMM, A+ GRADE, 1.9 EUR"
5/7/2025 1:26:40,WTS,--,100,COMPONENTS,,--,--,"[Components] WTS: 100+, MAJOR, 8GB DDR4 LONGDIMM, A+ GRADE, 8.5 EUR"
5/7/2025 1:26:23,WTS,--,500,COMPONENTS,,--,--,"[Components] WTS: 500+, MAJOR, DVD/DVDRW SATA 3.5"", A GRADE, TESTED, 2.2 EUR"
5/7/2025 1:26:19,WTS,APPLE,60,MOBILE,,--,--,"[Mobile] WTS: 60, Apple, iPhone SE 2022, 64GB, mixed color, A/AB, 145 EUR"
5/7/2025 1:24:53,WTS,--,1,SERVER/STORAGE,,Refurb,--,"[Server/Storage] WTS: 1, Nimble, Nimble Storage CS235 Storage Array - No HDDs, Refurb, Offers EUR"
5/7/2025 1:22:28,WTS,HP,25,NETWORKING/TELECOM,,New,--,"[Networking/Telecom] WTS: 25, HP / Aruba, JL693A - Aruba 2930F 12G PoE+ 2G/2SFP+ Switch, New, 350 EUR"
5/7/2025 1:22:01,WTS,APPLE,100,TABLET,,--,--,"[Tablet] WTS: 100, Apple, iPad 2020 (8th gen, EU spec, 32GB, AB grade, Ask EUR"
5/7/2025 1:21:43,WTS,HP,1,PRINTER,,Used,--,"[Printer] WTS: different, HP+Canon Large Format, TBA, Used/Not tested, TBA EUR"
5/7/2025 1:20:50,WTS,--,47,6100-SR2HG,,--,--,"[PC] WTS: 47, Intel, INTEL I3-6100-SR2HG Desktop processors Grade A, REF, Offer USD"
5/7/2025 1:20:02,WTS,--,1,SOFTWARE,,New,--,"[Software] WTS: 1-100, Windows, 11 Professional, new, ASK EUR"
5/7/2025 1:19:38,WTS,--,962,ELECTRONICS,,Used,--,"[Electronics] WTS: 962, IMAGOTAG, Electronic Label mix, Used, Ask EUR"
5/7/2025 1:19:22,WTS,--,18,3220-SR0RG,,--,--,"[PC] WTS: 18, Intel, INTEL I3-3220-SR0RG Desktop processors Grade A, REF, Offer USD"
5/7/2025 1:15:57,WTS,--,575,ELECTRONICS,,--,--,"[Electronics] WTS: 575, Jabra, Earbud charging cases, A Grade, Offer EUR"
5/7/2025 1:19:21,WTS,--,145,COMPONENTS,,--,--,"[Components] WTS: 145, NetApp, X357A 3.84TB 12G 2.5"" SAS SSD, Healthy Pulls, 140 GBP"
